,tweet_id,author_id,tweet,lang,tweet_time,like_count,follower_count,following_count,tweet_count,retweet_count,quote_count,reply_count,call_berlin_time
4923,1459618503254855685,1315619592270688258,". @s_sommaruga please, make an ambitious plan for Swiss ecology program. We have to see it as chance for the planet and our economy, we already missed the numerical revolution. This time we can be pioneer",en,2021-11-13 20:25:44+00:00,0,4,87,1004,0,0,0,2022-05-07 11:06:56
4922,1459635827789778954,2512929031,"@StephanIsrael Dann verzichten wir viel lieber ganz auf die #Bilateralen. Deren #Erosion würde man nicht einmal feststellen im BIP der Schweiz, während ein #Insta 2.0 uns auf das #Level #playing #field der EU herunter nivellieren und das #Erfolgsmodell Schweiz nachhaltig schwächen würde.",de,2021-11-13 21:34:34+00:00,15,2135,4998,7852,8,1,4,2022-05-07 11:06:56
4921,1459683254060007426,1304724581165404161,@narendramodi You could talk about 1) 2 crore jobs to Indian youth per year 2) 15 lakh black money brought from swiss accounts in every Indians account 3) comparison of per capita GDP of India with Bangladesh 4) bringing petro products under GST 5) pentagons report on Chinese incursion,en,2021-11-14 00:43:02+00:00,0,34,106,2261,0,0,1,2022-05-07 11:06:56
4920,1459739362346745865,1166132569,"@MikePMoffatt Each country that manages their own  currency, manages their own inflation rate. Japan and Switzerland are ~1%

It is the Bank of Canada, housing policy, and carbon taxation causing inflation in Canada.",en,2021-11-14 04:25:59+00:00,0,93,561,4763,0,0,1,2022-05-07 11:06:56
4919,1459745997459017730,4047459501,@MatthewsMahlubi @wandile24796727 @Julius_S_Malema A sane person will not invest where there is no returns. Businesses would rather put money in a Swiss bank than investing here for 1% gain.,en,2021-11-14 04:52:21+00:00,1,74,90,4862,0,0,2,2022-05-07 11:06:56
4918,1459803816740671489,140833842,"Democracy among the Pashtun Afghans #KhanShaheed compare the underground water channels division among the people, a gathering alike in books about the Swiss democracy would take place twice a year in the mosque under the mulberry trees, society, economy and politics debated.",en,2021-11-14 08:42:06+00:00,2,26475,2481,110081,1,0,1,2022-05-07 11:06:56
4917,1459864745381670913,2234463897,"@eingeschwungen @sergegnos @themattmueller_ @Jungfreisinnige @PetraGoessi Sorry. Informiert euch besser. Die 4% erzeugen kein Staatsfernsehen, sondern verpflichtet Netflix &amp; andere zu INVESTIEREN in neue Produkte in der Schweiz. Damit Konsumenten grössere Auswahl haben. Das nannten Liberale früher Wettbewerb und Konkurrenz.",de,2021-11-14 12:44:12+00:00,0,1798,1090,3614,0,0,0,2022-05-07 11:06:56
4916,1459867559591882758,2234463897,"@themattmueller_ @PetraGoessi Sorry. Informiert euch besser. Die 4% erzeugen kein Staatsfernsehen, sondern verpflichtet Netflix &amp; andere zu INVESTIEREN in neue Produkte in der Schweiz. Damit Konsumenten grössere Auswahl haben. Das nannten Liberale früher Wettbewerb und Konkurrenz.",de,2021-11-14 12:55:23+00:00,5,1798,1090,3614,0,0,1,2022-05-07 11:06:56
4915,1459871940433391620,404381400,"Of course if this were to happen, the problem is not primarily one for @CreditSuisse bond- and shareholders, but one for all citizens and investors in #Switzerland, as the balance sheet of $CSGN exceeds the GDP of Switzerland and tangible equity is less than 5% of total assets...",en,2021-11-14 13:12:48+00:00,0,349,144,7513,0,0,1,2022-05-07 11:06:56
4914,1459873171298037762,916616982056882177,"@LivingFTW @kev_travi @tagesschau 121 Menschen von bald 9Mio Einwohnern auf der Intensiv und die ganze Schweiz diskutiert über Impfpflicht und 2G?

Fährt die ganze Wirtschaft ohne Verluste an die Wand?

Bald haben wir eine Pandemie der Inflation und Arbeitslosen, so siehts aus!",de,2021-11-14 13:17:41+00:00,2,689,1048,7020,0,0,0,2022-05-07 11:06:56
4913,1459906732193304581,800021034736881664,"Top 8 Countries with Biggest Forex Reserves

🇨🇳 China - $3,392 Bn
🇯🇵 Japan - $1,404 Bn
🇨🇭 Switzerland - $1,077 Bn
🇮🇳 India - $640 Bn
🇷🇺 Russia - $622 Bn

Credit : FinMedium",en,2021-11-14 15:31:03+00:00,2,87255,1401,153844,0,1,1,2022-05-07 11:06:56
4912,1459907311389102088,472207422,"@elonmusk @SenSanders Well, if I am allowed to say, as a normal Swiss guy, I would not just sell stocks, but invest in infrastructure where everyone profits from…",en,2021-11-14 15:33:21+00:00,0,954,3791,5550,0,0,3,2022-05-07 11:06:56
4911,1459918104889335818,1450046784,"@Strawmonster1 @kaythird @PierrePoilievre No, I'm saying that there are countries who's inflation did not rise to the extent Canada's did.  Look at the Swiss.   Their debt to gdp ratio pre covid was higher than Canada but their inflation is minimal.  But JT should focus on Canada because that's what he was elected to do",en,2021-11-14 16:16:14+00:00,0,40,72,7207,0,0,1,2022-05-07 11:06:56
4910,1459923229682896898,1268001527450537985,"$doge is overrated 
$DFI is underrated 

Choose wisely where you want to invest your hard earned $$! Invest today and don't wait too long.

You can buy $DFI on @kucoincom, @DFX_Swiss or @cakedefi!",en,2021-11-14 16:36:36+00:00,8,199,559,1880,10,0,0,2022-05-07 11:06:56
4909,1459923751240450056,229105162,"@robert_jere How? They have vastly different sorts of value constitution. 

The SGD is a net-trade-weighted token, the Swiss Franc is sort of an inversion of that; a net-capital weighted token, and the British Pound like the USD is a true free float manipulated by interest rate levers.",en,2021-11-14 16:38:41+00:00,1,11365,1809,31695,0,0,2,2022-05-07 11:06:56
4908,1459933157113880577,4705321903,"@paellig @GSoASchweiz @spschweiz @Airbus Es dreht sich nicht alles um die Schweiz. Es geht eher um die anderen (europäischen) Märkte. Niemand braucht mehr ein teures Flugzeug, das schlechter ist als der F-35.",de,2021-11-14 17:16:03+00:00,2,1074,709,16480,0,0,0,2022-05-07 11:06:56
4907,1459962600188481542,1438545771381628933,"@CryptProfet @Sampson_BTC @DowGoldEquals1 If you want to save it and protect it from inflation then just exchange your money for the swiss franc which isn't suffering thru that inflation open and account there for a couple years, at least you'll have an economy and buy some cheese and chocolates.",en,2021-11-14 19:13:03+00:00,0,665,4972,17675,0,0,2,2022-05-07 11:06:56
4906,1459994176406306820,1443038924901867520,"@Partis4n @Klemens_Kilic @MarvinTNeumann Nein. Ein unabhängiges Deutschland, ein unabhängiges Österreich, Schweiz, Niederlande, Schweden, Dänemark usw sind die beste Lösung. Kein neuer (wenn auch kleinerer) Superstaat!

Jedes Land muß seine eigene Souveränität und seine Währung zurückerobern. Europa lebt von Vielfalt",de,2021-11-14 21:18:31+00:00,0,17,58,788,0,0,0,2022-05-07 11:06:56
4905,1460006282950164484,1270556137155256321,@frasermckenzie6 @DrBitcoinMD The problem w your analysis is it doesn't matter to rest of the world what Swiss does on the other what America does will change alot ... for instance California has 5 times the ppl of Switzerland and also a bigger economy California is a state one of many...,en,2021-11-14 22:06:38+00:00,0,370,1785,11159,0,0,0,2022-05-07 11:06:56
4904,1460022525736464390,1443038924901867520,"@VictorMahdiae @Klemens_Kilic Diese Sicht ist eindimensional. Es gibt wechselseitige Interdependenzen. Die EU ist hochgradig vom Finanzplatz Schweiz abhängig. Und - grade nach dem Brexit - von der Kohäsionsmilliarde aus Bern. Zudem ist die Schweiz von EU-Gesetzen, Euro-Währung und EU-Agrarpolitik befreit.",de,2021-11-14 23:11:10+00:00,0,17,58,788,0,0,0,2022-05-07 11:06:56
4903,1460025479201792005,1445728811643932688,"@cd300000 @CryptProfet @Sampson_BTC @DowGoldEquals1 get down the crack you dipshit. you think we don't have inflation in switzerland? ask my parents what they paid for rent, insurance and food and how much I pay 20-30 years later.

FIAT IS NOT MONEY. fiat can not protect your wealth. never did. never will.",en,2021-11-14 23:22:54+00:00,0,0,5,61,0,0,0,2022-05-07 11:06:56
4902,1460037089915985928,996068324223135745,"@PresentWitness_ And, if none do this, there's still the option of crowd funding a SOVEREIGN peice of land from a poor, non landlocked country, and doing this anyway.Within 5 years, it'll be higher quality of life than Switzerland, Monaco combined. Better defences than China, higher gdp than US.",en,2021-11-15 00:09:03+00:00,1,138,1244,553,0,0,1,2022-05-07 11:06:56
4901,1460072875499548677,2221843156,"Top 5 Countries with Biggest #Forex Reserves :

 #China               -    $3,392 Bn 
 #Japan              -    $1,404 Bn 
 #Switzerland    -    $1,077 Bn 
 #India                -    $640 Bn 
 #Russia             -    $622 Bn

#MarketBeast...",en,2021-11-15 02:31:15+00:00,0,103,66,2351,0,0,0,2022-05-07 11:06:56
4900,1460090058468249603,1427329612552425480,"@justin_hart @AmericanAir I flew business class on Swiss (used miles) and wore a mask for maybe 30 minutes out of the nearly 12 hour flight. On my next United economy flight, they were making us mask between sips.",en,2021-11-15 03:39:31+00:00,1,415,269,901,0,0,0,2022-05-07 11:06:56
4899,1460097255776661509,28292198,#BidenDelivers  inflation. A shitty economy. The worst pull out of a country since Vietnam. Abandoning American citizens in Afghanistan and a border that is swiss fucking cheese #fuckjoebiden #letsgobrandon,en,2021-11-15 04:08:07+00:00,0,225,461,71112,0,0,0,2022-05-07 11:06:56
4898,1460100493741465600,2921149309,"@DaveTaylorNews Govt wants you to eat your own house in retirement. 

Alternative view  

If u own #Bitcoin will not be ravaged by inflation  

Barack Obama said having #bitcoin it’s like having a Swiss bank in your pocket. 

Which one would you prefer when the govt comes looking ?

@elonmusk",en,2021-11-15 04:20:59+00:00,0,363,600,13439,0,0,0,2022-05-07 11:06:56
4897,1460101440920338433,1026213183768457217,"@alexandrosM I remember Greece in the old days. Each summer the Deutsche-Mark bought more Drachma. 
It worked for small Greece then but it won't work for the US now. The EZB, Japan &amp; the UK are all on the same inflation train.

China will be like Switzerland. Print Yuan &amp; buy Western assets.",en,2021-11-15 04:24:45+00:00,1,514,1515,7802,0,0,0,2022-05-07 11:06:56
4896,1460108000501370880,331624645,Good Morning Switzerland – Indikation Indication SMI -31 / DAX -17,en,2021-11-15 04:50:49+00:00,0,3244,3810,81800,0,0,0,2022-05-07 11:06:56
4895,1460141534951706631,460288171,"VORBÖRSE SCHWEIZ:

$SMI -0,04%
$SMIM +0,03%

$CFR +0,9% (Kurszielerhöh.)
$UBSG -0,2%

$COTN +0,7% (Investorentag)
$DOKA +1,4% (Investorentag)
$EFGN +3,9% (Zwischenbericht)
$GAM -0,4%
$LEON +4,9% (Jahresvorgaben)
$SOON +1,4% (Zahlen)
$SRAIL +0,7% (Auftrag)

Rest etwas tiefer.",de,2021-11-15 07:04:04+00:00,1,5123,297,21107,1,0,0,2022-05-07 11:06:56
4894,1460141758726221829,460288171,"SWISS PREMARKET:

$SMI -0,04%
$SMIM +0,03%

$CFR +0,9% (broker calls)
$UBSG -0,2%

$COTN +0,7% (CMD)
$DOKA +1,4% (CMD)
$EFGN +3,9% (trading statement)
$GAM -0,4%
$LEON +4,9% (guidance)
$SOON +1,4% (earnings)
$SRAIL +0,7% (order)

Most other shares marginally lower traded so far.",en,2021-11-15 07:04:58+00:00,3,5123,297,21107,1,0,0,2022-05-07 11:06:56
4893,1460147519589994498,1285248175,@ALarigaudrieBFM Funny u asked me about that - met a Swiss dude in Olstyn who tried to persuade me to get investors to invest in agri in the Maldives. LoL.,en,2021-11-15 07:27:51+00:00,2,62211,675,18805,0,0,1,2022-05-07 11:06:56
4892,1460167969628164098,109482960,"@linzcom the media sometimes compares our household debt to Switzerland and Denmark but they don’t mention their GDP per capita, Denmark about 20% higher and Switzerland 80% higher",en,2021-11-15 08:49:07+00:00,14,3233,106,64491,0,0,1,2022-05-07 11:06:56
4891,1460186615171760128,74514728,"The #Swiss economy will expand 3.4% in 2021, 3.0% in 2022 and 1.6% in 2023, according to a survey conducted by Bloomberg #Switzerland",en,2021-11-15 10:03:12+00:00,0,593,249,6096,0,0,0,2022-05-07 11:06:56
4890,1460205803244331008,747432522959691777,"@JeremyVineOn5 @OwenJones84 @beverleyturner Countries with largest GDP: USA, China, Japan, Germany, UK, India, France, Italy...
BUT ""richest"" by GDP-PP: Luxembourg, Singapore, Ireland, Qatar, Switzerland...
and rank of most responsible for emissions: USA 7, China 77, Russia 53, Brazil 85...
#ClimateAction #ClimateJustice",en,2021-11-15 11:19:27+00:00,0,47,261,286,0,0,0,2022-05-07 11:06:56
4889,1460213245332103169,1880303947,@1940MadMag @Swiss_Jorge @SimonJonesNews EU migrants or EU workers that arrived here before Brexit and all have jobs and lives here and contribute to the economy of the country and without them we would be fooked as we do not have enough working age population to fill the jobs available,en,2021-11-15 11:49:01+00:00,0,62,281,4257,0,0,1,2022-05-07 11:06:56
4888,1460222766322495503,1443038924901867520,"@qvis_contranos @MosleyBossley Die Euro-Einführung und der EU-Zentralismus waren keine Notwendigkeit. Die Schweiz hat im Hier und Jetzt eine starke eigene Währung und ist nicht in der EU. Wir brauchen also nicht in den 1970ern zu schwelgen, sondern können uns an unserem Nachbarn ein Beispiel nehmen.",de,2021-11-15 12:26:51+00:00,0,17,58,788,0,0,0,2022-05-07 11:06:56
4887,1460253048987693060,279900737,"Israel spends 5% of GDP on R&amp;D and is arguably the most technologically advanced of all. South Korea, Switzerland and Sweden follow in that order. How much as % of GDP do African states commit to R&amp;D?",en,2021-11-15 14:27:11+00:00,1,1377,923,38547,1,0,1,2022-05-07 11:06:56
4886,1460258709356138502,21145540,@Louvswallstreet Swiss national Bank ist actually buying stock in USD and euro to keep the Swiss frac exchange rate low for export. Could be contraproductive when stocks start squeezing,en,2021-11-15 14:49:41+00:00,0,27,104,12,0,0,0,2022-05-07 11:06:56
4885,1460261603794989056,3451134016,@elonmusk Mr musk can I work in Tesla Switzerland I'm there and learning languages etc  but not enough money to invest on Universities,en,2021-11-15 15:01:11+00:00,0,8,52,1247,0,0,0,2022-05-07 11:06:56
4884,1460284696550588420,816345637243461633,@ColinDMello We're left with hardcore antivaxxers willing to sacrifice their children for their beliefs. @fordnation thinks Tims cards will convince ppl.Sounds similar to the silly @CPC_HQ idea last federal election to stimulate the economy with Swiss Chalet coupons #NeverVoteConservative,en,2021-11-15 16:32:57+00:00,5,580,670,4905,1,0,0,2022-05-07 11:06:56
4883,1460286162396848136,492195390,@HotlineJosh @BretBaier how gas prices go the economy goes and Biden did everything to intentionally sabotage our energy independence on day one only out of hatred for the man that had our energy sector running like a swiss watch. This is treasonous to the well being of this country.,en,2021-11-15 16:38:46+00:00,1,56,57,17225,0,0,0,2022-05-07 11:06:56
4882,1460287409132822535,975084165543710721,"Si,, 3months Euroswiss francs at projected first 100.840 showing concerns on addressing by SNB the competitive edge of swiss francs..
meanwhile SMI still shows signs of strong momentum..",en,2021-11-15 16:43:43+00:00,0,6,1,16953,0,0,0,2022-05-07 11:06:56
4881,1460287989683216394,1375146737279582208,"@gardenmaven2 @WeAreCanProud The inflation is caused by quantitative easing to support government overspending.

The supply chain excuse is a lie. Japan and Switzerland have the same supply chains and are not experiencing inflation because they did not engage in large scale money printing.",en,2021-11-15 16:46:02+00:00,5,364,2579,27834,0,0,0,2022-05-07 11:06:56
4880,1460288303282937868,1375146737279582208,"@tomjbrenner @WeAreCanProud Inflation is only occurring in those nations which used quantitative easing (money printing) to support government overspending.

It is not occurring in Japan or Switzerland, for instance.",en,2021-11-15 16:47:17+00:00,5,364,2579,27834,0,0,0,2022-05-07 11:06:56
4879,1460296766172147720,393688752,"After all these months I still can’t get over the fact that @SNB_BNS_en made over $70m on the $GME squeeze
I love Switzerland 🏔",en,2021-11-15 17:20:54+00:00,8,1357,1916,2840,2,0,2,2022-05-07 11:06:56
4878,1460301710530916360,205658248,@fxfatty @invest_ez Bet you blame that on Swiss Frank too.,en,2021-11-15 17:40:33+00:00,0,663,346,55659,0,0,1,2022-05-07 11:06:56
4877,1460304540876554242,630237390,"@ManuelPhinidis @RaykAnders @CWRoehl Das war schon die Antwort … nur wenn man sich parasitär verhält … sprich wenn man andere Länder seine Gewinne zahlen lässt … das geht bei Ländern wie Norwegen, Schweiz usw. weil es einfach so mitläuft … aber bei der 4. größten Volkswirtschaft geht das nicht mehr …",de,2021-11-15 17:51:48+00:00,0,76,256,3536,0,0,2,2022-05-07 11:06:56
4876,1460305368463126531,1069713567824388096,@fernandowavesfx I think high inflation is going to last for years. And I guess institutional investors will have to use something to hedge against inflation... Silver? Palladium? Swiss franc? Idk,en,2021-11-15 17:55:05+00:00,0,412,969,8762,0,0,3,2022-05-07 11:06:56
4875,1460309246508253195,1043870404849397761,"@1worldvs1virus @Unvernunft2 In der Schweiz gab es einen Unternehmer der wollte 20 Mio in eine Fabrik investieren (Lizenz unter Moderna), es fehlten 20 Mio der Staat lehnte ab. Selber Schuld, schöne Rendite. (P.S. grob aus dem Gedächtnis runtergeschrieben)",de,2021-11-15 18:10:30+00:00,2,231,680,14070,0,0,2,2022-05-07 11:06:56
4874,1460316564415262724,953577538974035968,@ozan_yes @SNB_BNS_en Switzerland in a nutshell..,en,2021-11-15 18:39:34+00:00,1,647,198,1352,0,0,0,2022-05-07 11:06:56
4873,1460329198434856963,1375146737279582208,"@esdawt @OharaTrevoro @TorontoStar Only those countries which engaged in quantitative easing (money printing) are experiencing rampant inflation. The fact that many did so is why it is happening in some other places.

Japan and Switzerland did not, and are not experiencing inflation. They use the same chains.",en,2021-11-15 19:29:47+00:00,0,364,2579,27834,0,0,0,2022-05-07 11:06:56
4872,1460337808707665924,1443361436449841153,"@NPurpleline Might get interesting. I still remember the Euro peg the SNB did and when it broke. I made money on that. I hope they are stupid enough to do it again. 

Euro is shitty but Swiss banking is shitty too. I think if people flock into CHF as safe haven is more instinct than brain",en,2021-11-15 20:04:00+00:00,0,1435,198,46566,0,0,0,2022-05-07 11:06:56
4871,1460372031258517504,221235790,"Eyes on EURCHF - we are but a whisker from the 2020 lows of 1.0505. Will the SNB look to defend this level?

We wont formally know until next weeks Swiss sight deposit data, but we should see it in the price action 
#fx",en,2021-11-15 22:19:59+00:00,1,14183,124,27559,0,0,0,2022-05-07 11:06:56
4870,1460376910899609600,371635567,"the franc, grown organically in the wilds of switzerland, emits an order that drives back its natural predator, the dreaded inflation",en,2021-11-15 22:39:22+00:00,5,6069,1395,387578,1,0,1,2022-05-07 11:06:56
4869,1460401900772376586,1029143222218620930,@EU_Commission @MarosSefcovic EU is ready to invest in the relationship subject to Switzerland investing with cash!,en,2021-11-16 00:18:40+00:00,2,377,828,4617,0,0,0,2022-05-07 11:06:56
4868,1460472422319206403,331624645,Good Morning Switzerland – Indikation Indication SMI -12 / DAX -7,en,2021-11-16 04:58:54+00:00,1,3244,3810,81800,0,0,0,2022-05-07 11:06:56
4867,1460482278128300034,911282639922921472,"@SwissAmbYaounde @CanadaCameroun @UKinCameroon @USEmbYaounde Please spare us the hypocrisy. If you really think you have the interest of Cameroon, maybe the first thing will be to lobby for the repatriation of stolen funds from Cameroon hidden in Swiss banks. Ofcourse you won't do that. It benefits your economy. And secondly... 1/2",en,2021-11-16 05:38:04+00:00,0,125,545,2923,0,0,1,2022-05-07 11:06:56
4866,1460494179184820226,1187767365255204866,@tinajaneb33 @bustthetrustni @mattym85ster @BBCNewsNI @RobinSwannMoH There are many reasons for the surge and I agree that failure to invest effectively in the NHS is part of it. We need to look at say how the Swiss manage public health or the Scandinavians. Too much focus on either our creaking model or the disaster that is the US system.,en,2021-11-16 06:25:21+00:00,1,50,106,326,0,0,0,2022-05-07 11:06:56
4865,1460504324774182917,460288171,"VORBÖRSE SCHWEIZ:

$SMI +0,07%
$SMIM +0,17%

$CFR +0,6% (Kurszielerhöh.)
$CSGN -1,2% (Herunterstuf.)
$GEBN +0,5% (Kurszielerhöh.)
$SGSN +0,5% (Kurszielerhöh.)

$AMS +0,8% (Anschlusskäufe)
$BARN +0,8% (Heraufstuf.)
$BSLN +2,1% (Produktnews)
$COTN +1%
$SOON +0,6%
$VACN +0,8%",de,2021-11-16 07:05:40+00:00,0,5123,297,21107,0,0,0,2022-05-07 11:06:56
4864,1460504580819763200,460288171,"SWISS PREMARKET:

$SMI +0,07%
$SMIM +0,17%

$CFR +0,6% (broker calls)
$CSGN -1,2% (broker call)
$GEBN +0,5% (broker call)
$SGSN +0,5% (broker call)

$AMS +0,8% (follow-on buying)
$BARN +0,8% (broker call)
$BSLN +2,1% (product news)
$COTN +1%
$SOON +0,6% (broker calls)
$VACN +0,8%",en,2021-11-16 07:06:41+00:00,2,5123,297,21107,0,0,0,2022-05-07 11:06:56
4863,1460512817778417666,983260092614266880,"@Tiefseher Für die Menschen in Euroland bedeutet es in erster Linie einen großen Kaufkraftverlust. Menschen, die in einem Land mit harter Währung leben, erfahren dagegen einen Wohlstandsgewinn, zB. Schweiz.",de,2021-11-16 07:39:25+00:00,1,25,119,426,0,0,1,2022-05-07 11:06:56
4862,1460515282045358082,281766494,"@jonatanakl Die Formulierung ""zB"" ist in dem Zusammenhang witzig. Wie viele Länder mit harter Währung fallen Ihnen denn ein, außer Schweiz (9 Millionen Einwohner) und Norwegen (5 Millionen Einwohner)?",de,2021-11-16 07:49:12+00:00,1,23589,1165,52700,0,0,4,2022-05-07 11:06:56
4861,1460617445262172165,297301579,"@skipp_GER @mr_shanghai_ @Tiefseher Gemäß dieser zentralistischen ""ein Volk, ein Reich, eine Währung""-Ideologie müsste die Schweiz ein bitterarmes Land sein",de,2021-11-16 14:35:10+00:00,0,1780,531,56599,0,0,0,2022-05-07 11:06:56
4860,1460625439467048967,1353887671471357952,@who_tookmynamee @Chapito81597084 @sirglogg @heyitspixel69 Do you realise how massive it is if the bank of Switzerland decide to invest in a company? Obviously not.,en,2021-11-16 15:06:56+00:00,0,256,67,2104,0,0,1,2022-05-07 11:06:56
4859,1460634723592679434,916058041702862848,@RagingLibNana @WBrettWilson @JustinTrudeau You go ahead and believe what you want. Capital is leaving this country and is loathe to invest. Wealth per capita is shrinking in real terms. Australia and Denmark and Switzerland and the US have moved well ahead of us. I assure you it is not healthy for our grandchildren,en,2021-11-16 15:43:50+00:00,0,1911,1131,46421,0,0,0,2022-05-07 11:06:56
4858,1460642054749495315,94381018,"@cullenroche *Average* US real household net worth may be highest, ignoring microstates like Monaco.
US real GDP is about fourth in the world, behind Norway, Ireland, and Switzerland (ignoring 9 microstates).",en,2021-11-16 16:12:57+00:00,0,6169,5078,199171,0,0,3,2022-05-07 11:06:56
4857,1460651824340508678,1147583655247851527,@Srirachachau everyone knows Johnny Guitar cost the entire GDP of Switzerland,en,2021-11-16 16:51:47+00:00,5,272,932,20578,0,0,0,2022-05-07 11:06:56
4856,1460674879888441348,1443038924901867520,"@5x4Paul Nichts. Die deutsche Nation soll souverän sein, ihre eigene Währung haben und die EU verlassen. Aber sie muß klare Grenzen haben und Expansionismus ablehnen. Achtung vor der Souveränität der Nachbarn ist wichtig. Schweiz und Österreich sind eigene, unabhängige Nationalstaaten.",de,2021-11-16 18:23:24+00:00,0,17,58,788,0,0,1,2022-05-07 11:06:56
4855,1460675855252865024,1375146737279582208,"@arotenstein @PierrePoilievre Japan and Switzerland use the same supply chains. Only those nations which engaged in Quantitative Easing (money printing) are experiencing high inflation.

Your argument is therefore invalid.",en,2021-11-16 18:27:16+00:00,0,364,2579,27834,0,0,1,2022-05-07 11:06:56
4854,1460691745159712777,934104752064999425,@floralbeauty18 @Jlsanders4 @CNN Inflation varies by country and usually depends on government actions. 2021 inflation in Switzerland is 0.39% and in Turkey it is 17.57%.,en,2021-11-16 19:30:25+00:00,0,47,79,27356,0,0,0,2022-05-07 11:06:56
4853,1460714356690362368,415118661,Invest in Swiss Navy lube. It’s worth it.,en,2021-11-16 21:00:16+00:00,4,543,250,2879,0,0,0,2022-05-07 11:06:56
4852,1460775828476751879,1034450209957326848,"@nicolaborzi @NCR_972113 @BennettTomlin @Bitfinexed @TheRafo90 and ubs 2009. they dox'ed their own clients when threatened with ""charges that threatened its existence and undermined the swiss economy"" by the us.

quote from swiss president.  not pres of ubs - pres of switzerland.",en,2021-11-17 01:04:32+00:00,0,84,133,542,0,0,0,2022-05-07 11:06:56
4851,1460832669512704002,331624645,Good Morning Switzerland – Indikation Indication SMI -15 / DAX -24,en,2021-11-17 04:50:24+00:00,1,3244,3810,81800,0,0,0,2022-05-07 11:06:56
4850,1460866350679838728,460288171,"VORBÖRSE SCHWEIZ:

$SMI -0,03%
$SMIM -0,08%

$CFR +1,1%
$CSGN -0,2% (Katar)
$SIKA +0,9% (Kurszielerhöh.)

$COPN +1,4% (Produktnews)
$SOON +0,4% (Kurszielerhöh.)
$UHR +0,4%

Übrige Aktien knapp gehalten gestellt.",de,2021-11-17 07:04:14+00:00,0,5123,297,21107,0,0,0,2022-05-07 11:06:56
4849,1460866550223802368,460288171,"SWISS PREMARKET:

$SMI -0,03%
$SMIM -0,08%

$CFR +1,1%
$CSGN -0,2% (Qatar)
$SIKA +0,9% (broker call)

$COPN +1,4% (product news)
$SOON +0,4% (broker calls)
$UHR +0,4%

Most other shares marginally lower traded so far.",en,2021-11-17 07:05:01+00:00,2,5123,297,21107,0,0,0,2022-05-07 11:06:56
4848,1460871042365149190,78414231,@RuhleOnMSNBC You are are a complete idiot! Compare house hold income savings to Japan or the Swiss or GB. 1 yr of forced savings at the expense of the economy. You are an ignorant moron.,en,2021-11-17 07:22:52+00:00,0,86,46,2260,0,0,0,2022-05-07 11:06:56
4847,1460876519652405250,1455607907320569861,"$doge is overrated 
$DFI is underrated 

Choose wisely where you want to invest your hard earned $$! Invest today and don't wait too long.

You can buy $DFI on @kucoincom, @DFX_Swiss or @cakedefi!",en,2021-11-17 07:44:38+00:00,7,34,48,1667,6,0,1,2022-05-07 11:06:56
4846,1460886569695469570,518097009,@nixxbor Hopefully it holds for the sake of the Swiss economy! GL,en,2021-11-17 08:24:34+00:00,0,4235,32,17719,0,0,0,2022-05-07 11:06:56
4845,1460887771506098177,246214474,"@councillorian Just a guess, but maybe the Germans and Swiss invest more in their rail networks...",en,2021-11-17 08:29:21+00:00,1,5951,6233,30501,0,0,1,2022-05-07 11:06:56
4844,1460893659386331138,263316606,@kcpoehl @Mersebak @David_Tracey I never said Tesla's $1tn is 'correct' or justified... My whole point revolves around the fact that comparing to the DAX is stupid because the DAX is one of the shittiest stock market indexes out there. Even Switzerland or Canada have better companies in their index than the DAX,en,2021-11-17 08:52:45+00:00,2,173,93,2472,0,0,0,2022-05-07 11:06:56
4843,1460913445549883398,232702416,@WMcHBg @BorisJohnson_MP @nolkeD Ok let’s take a country within Schengen but outside the EU with its own currency.. Switzerland.. you tell me what the inflation rate is? and compare it to the U.K. that was offered a deal similar to Switzerland before Brexit was “done”,en,2021-11-17 10:11:22+00:00,1,330,725,9977,0,0,1,2022-05-07 11:06:56
4842,1460916914939695111,862768470072676352,"#Swiss govt says Federal Council re-elected #SNB governing board for the next term.
Go on Jordan, show us another lay up! 🏀

#EURCHF 1.0535 in th emeantime, stable but still hanging not far from the latest lows.

$CHF",en,2021-11-17 10:25:09+00:00,1,27225,290,49820,2,1,0,2022-05-07 11:06:56
4841,1460931703464239109,29270952,"@sebastian_buss I know, I know. I’m just thinking about where I may travel in the future and star alliance influence is limited. For European travels, star alliance is my preference for sure. Now tell Swiss to install Premium Economy faster ;)",en,2021-11-17 11:23:55+00:00,0,636,639,4849,0,0,0,2022-05-07 11:06:56
4840,1460944793236918275,2704294333,"SWISS MARKET INDEX HITS RECORD HIGH AT 12,600.39 POINTS, LAST UP 0.24%",en,2021-11-17 12:15:56+00:00,58,544702,32,118657,9,2,1,2022-05-07 11:06:56
4839,1460944814791344139,865624663841320960,"SWISS MARKET INDEX HITS RECORD HIGH AT 12,600.39 POINTS, LAST UP 0.24%",en,2021-11-17 12:16:01+00:00,2,74387,0,86428,0,0,0,2022-05-07 11:06:56
4838,1460947008500469763,74514728,"The #Swiss government extends validity of law designed to ensure the smooth functioning of its stock exchange as the European Union hasn’t yet recognized the bourse’s rules as being equivalent to the #EU’s, according to statement #Switzerland",en,2021-11-17 12:24:44+00:00,0,593,249,6096,0,0,0,2022-05-07 11:06:56
