,tweet_id,author_id,tweet,lang,tweet_time,like_count,follower_count,following_count,tweet_count,retweet_count,quote_count,reply_count,call_berlin_time,annotate_sent,annotate_person
6098,1.4371E+18,9.70995E+17,"Zimbabwe's Finance Minister told authorities to emulate countries like Switzerland which “invest in understanding emerging innovations like #Bitcoin.”

Recently he spoke of ""solutions that could lower charges for diaspora remittances."" 🧐

#Bitcoin fixes this ☝️",en,2021-09-12 17:00:56+00:00,1569,1006012,543,29269,203,2,71,07/05/2022 11:20,,T
6094,1.4372E+18,1.289E+18,"You: Invest in a non fungible cyber coin built on top of a public ledger. Anyone can see exactly how much money you have and where you spend it. 

Me: Use Zcash, which literally turns myself into a Swiss bank. 

We are not the same.",en,2021-09-12 23:49:45+00:00,18,3816,2128,13476,1,0,0,07/05/2022 11:20,,T
6093,1.43723E+18,1.24156E+18,"@snapshooter000 @hotmanila Well, swiss' economy is greatly affected by the swiss bank/bank sector",en,2021-09-13 01:38:02+00:00,10,141,396,9767,0,0,0,07/05/2022 11:20,,T
6083,1.43731E+18,1.16878E+18,"📌 In a landmark victory, Switzerland’s stock exchange has obtained licenses to operate a stock exchange and depository for blockchain-based securities.

📌 One in Every Four Americans in Favor of Legalizing Bitcoin in the US.

#freshnews",en,2021-09-13 06:51:59+00:00,19,13659,75,716,6,0,0,07/05/2022 11:20,,T
6071,1.43745E+18,1.37143E+18,"The Swiss stock exchange SIX got permission from the financial regulator to launch its #cryptoexchange. It has been in development since 2018. The service will be #blockchain-based and allow buying, storing, selling #cryptocurrencies and conducting #ICOs.",en,2021-09-13 16:32:51+00:00,31,13012,40,928,9,0,6,07/05/2022 11:20,,T
6068,1.43751E+18,60586921,@commer2stroke @ProUdin2016 @Catonaboat @Euroit01 @divadarlings1 @betwixtarock @griseldamussett @gehapeters @SydesJokes @TonyDeighton @FBPEinGermany @datchmog @y_evison @CatbagOne @Tsunami65 @carolinep0 @NYEntertain @bberrybeth365 @MarieIllinois @nosheepzone @itsme70s @tonynairn @CELESTRON1957 @jfranklynh @AuroraBlogspot @mikegalsworthy Don’t believe everything you read in the mail. There are also the other countries not included in the 500 million figures with Erin we also traded freely. Norway and Switzerland for example. You really think we cost them a quarter of their GDP? Really????,en,2021-09-13 20:09:45+00:00,3,427,1287,7936,0,0,0,07/05/2022 11:20,,T
6059,1.43771E+18,1011205886,"@AndreasSteno Inflation came in above expectations in Sweden, Switzerland, and Spain. Are folks in the EU beginning to get mad? Is there a growing push against central bankers, or no?",en,2021-09-14 09:29:26+00:00,3,18161,418,10425,0,0,3,07/05/2022 11:20,,T
6046,1.43791E+18,1.2441E+18,"@nick_coatsworth @MCRI_for_kids I love my children, I don’t want them to get even a mild infection of Covid. I want the Swiss Cheese layers of protection against Covid for all Australian children. We need to put our children first. The economy is a construct &amp; controlling covid leads to economic prosperity.",en,2021-09-14 22:54:40+00:00,7,632,964,70223,2,0,0,07/05/2022 11:20,,T
6038,1.43802E+18,8.5118E+17,"@brian_armstrong Peg to to real fiat and the inflation rate can  used s stake ( %) mechanism 
More is pág to the real fiat more trust it will have I will go work $chf  Swiss frank and some % can use real gold if you realy want to peg swiff frank to be fully gold backed realy soon",en,2021-09-15 06:10:49+00:00,3,162719,3021,86381,0,0,0,07/05/2022 11:20,,T
6031,1.43811E+18,175055258,"UK will boast of 90+% fraud conviction rate and they don't do random raids. What's our Problem? Dubai and Swiss banks are filled up with money with illegitimate sources, no random raids. We already have a poor economy, let's destroy it further.",en,2021-09-15 11:52:39+00:00,187,63926,3740,1046604,181,3,8,07/05/2022 11:20,,T
6026,1.43824E+18,612440918,"@mjrowland68 @BreakfastNews @JoeBiden @ScottMorrisonMP The world's biggest island chooses submarines to protect it's borders.

It would be the same as Switzerland choosing tanks as it's form of defence.

Just invest the money on public housing and climate strategies instead.",en,2021-09-15 20:51:24+00:00,22,1484,1275,31652,2,0,1,07/05/2022 11:20,,T
5995,1.4384E+18,59393368,"Swiss SECO September 2021 Economic Forecasts
Swiss Inflation To Average 0.5% In 2021 (prev 0.4%), 0.8% In 2022 (prev 0.5%)
Sees Swiss GDP Expanding 3.4% In 2021 (prev forecast: 3.8%)
Sees Swiss GDP Growing 3.6% In 2022 (prev forecast: 3.5%)",en,2021-09-16 07:02:37+00:00,3,240461,2130,324786,1,0,0,07/05/2022 11:20,,T
5982,1.43851E+18,7.99006E+17,"With inflation being a bastard in Canada, I hope we don’t decide to go with a $5 coin like the 5 Swiss Franc coin that can double as a pog slammer.",en,2021-09-16 14:17:40+00:00,9,477,2035,11530,1,0,0,07/05/2022 11:20,,T
5979,1.43856E+18,8.78003E+17,"@SandPatterson @80_mcswan @colz261 4, but only German, French and Italian are taught in each canton. Romansh is only taught in the canton of Graubünden (possibly also in Ticino ...) English and Swiss German (optional) are also learned.
And it is true that it does not hurt our economy ...😇",en,2021-09-16 17:29:59+00:00,4,1103,2120,9428,0,0,0,07/05/2022 11:20,,T
5970,1.4388E+18,7.13385E+17,"@freds92 @AMumandWife @ThatSouthpawKid @genwilliams @RJDeal @RichardBurgon Yeah it's weird to think that Great Brittain has a lower gdp per capita than Ireland, France, all of BeNeLux, Germany, Switzerland, Austria, all of Scandinavia, Oceania and US/Canada... most of the Western world is economically ahead if them.",en,2021-09-17 09:31:53+00:00,4,365,747,9486,0,0,0,07/05/2022 11:20,,T
5955,1.43919E+18,1.37406E+18,"Anyone have any good ideas of companies trading for attractive free cash flow yield while most of the cash flow is denominated in low debt to GDP currencies like swiss franc, norwegian krone,  south korean won?",en,2021-09-18 11:36:11+00:00,9,955,1181,6207,0,2,5,07/05/2022 11:20,,T
5952,1.43925E+18,309372306,"@girdley @OnKnockers @roblabonne Come to think of it, Oz economy is more vulnerable than Swiss. 

It's mostly commodities and it's most exported to China. Even their real estate and education sectors depend on China.",en,2021-09-18 15:21:38+00:00,5,2647,2989,18484,0,0,0,07/05/2022 11:20,,T
5951,1.43926E+18,398021877,@Visheshrr @girdley @roblabonne Swiss central bank doing all it can to devalue it (high exchange hurts economy). They print to buy US stocks and another assets.,en,2021-09-18 15:58:24+00:00,3,298,214,6435,0,0,1,07/05/2022 11:20,,T
5944,1.43958E+18,57433643,@dmuthuk True. The population number alone would cause Nestle Swiss to balk at the kind of earnings Nestle India would generate in the coming decades. A single digit percentage point increase in per capita consumption would bump up earnings by manifold. Under-tapped economy we have here.,en,2021-09-19 13:07:34+00:00,4,2473,108,14086,0,0,0,07/05/2022 11:20,,T
5934,1.43985E+18,1.08768E+18,"I don't know about your coin, but $QNT has a hell of a catalyst very soon, which is the launch of OVN and with it Gateways (Nodes) + staking!

At least 50% of supply to be locked (including mine)!

CDBcs, LATAM Digital dollar, Interoperability, Central Banks, Swiss Stock Exchange",en,2021-09-20 07:29:49+00:00,25,20367,3237,22375,2,0,1,07/05/2022 11:20,,T
5930,1.43997E+18,1.1543E+18,"Central Bank MP dates this week:

21st - Bank of Japan
22nd - People's Bank of China
22nd - US Federal Reserve
23rd - Swiss National Bank
23rd - Bank of England

Would you announce reducing economic stimulus whilst markets bleed from #Evergrande? 

Or does Inflation continue?",en,2021-09-20 15:12:06+00:00,12,8874,377,1356,1,0,5,07/05/2022 11:20,,T
5925,1.44E+18,9.79075E+17,"@RepublicStaff I’ve never understood why we feel the need to invest immense power and status in one individual, whether royal or not. It’s an absurd and unfair responsibility. So I guess the Swiss model is the furthest from this?",en,2021-09-20 17:27:27+00:00,13,36,103,707,0,0,2,07/05/2022 11:20,,T
5912,1.44031E+18,1.27099E+18,"Peacebuilding is relational work - so, ‚care work‘ IS peacebuilding! If we are serious about removing obstacles to participation we need to take care economy seriously #nocarenopeace Thanks for your words &amp; contribution to the Swiss #NAP1325 @Openly_Biased @cfd_ch @PlattformKOFF",en,2021-09-21 13:56:09+00:00,4,130,378,53,1,0,0,07/05/2022 11:20,,T
5904,1.44038E+18,3429289156,"@blakeflayton Why are you infantilizing a country that’s near top-30 in raw GDP ahead of Finland, New Zealand, South Africa, the Philippines, or 33 US states…

and a larger population than Switzerland, Hong Kong, Ireland or 40 US States?

You don’t believe they can fund themselves?",en,2021-09-21 18:12:39+00:00,18,495,610,8702,0,0,0,07/05/2022 11:20,,T
5897,1.44048E+18,2411997835,"@elonmusk @cybrtrkguy Long term play, Tesla Insurance could itself be a multi billion dollar company. Reliance on the tech would ideally limit accidents, float would be impressive. 18 wheeler would see huge market. GDP of Switzerland is smaller that USA’s trucking business so imagine that market.",en,2021-09-22 01:14:16+00:00,6,294,457,5801,0,0,1,07/05/2022 11:20,,T
5894,1.44054E+18,54630211,"@Tre3Nergy @cliffyhustle @QNTMami I agree to an extent but if you understand what $QNT is doing, you’ll see that there is no stopping this train.   

Already partnered with 13 Latin America countries central banks…nearly 600 across Europe via SIA..and the Swiss Stock Exchange. 

$QNT is the key to mass adoption.",en,2021-09-22 04:46:29+00:00,5,568,961,2269,0,0,0,07/05/2022 11:20,,T
5889,1.44058E+18,16512729,"Also, trending in Switzerland: Inflation XD",en,2021-09-22 07:31:52+00:00,8,16324,173,15111,0,0,2,07/05/2022 11:20,,T
5887,1.4406E+18,4418949432,"@alpinelad @SanaatanDharm1 @VJjha @InfinityMessage @IndiGenBharat @IndiAfriGenous @reachind_USACAN @hindusim3 @Anjna116 @HinduEcosystem_ @ancient_bharath @Dharmatic_ In simple words - 

Just to deglorify India

And one more thing.... 

#india was &amp; is far more reacher than Switzerland

And today as per GDP ahead of British as well  🇮🇳🇮🇳🇮🇳",en,2021-09-22 08:39:57+00:00,5,327,6,14882,3,0,1,07/05/2022 11:20,,T
5883,1.44067E+18,29592756,"@jamie2181 My vote is on Switzerland.. Japan is currently stable, but their debt-to-GDP ratio is around 250%. Yet they have deflation year over year. At some point, they will go into hyper-inflation..

Switzerland, Sweden, Netherlands, Iceland, Denmark.",en,2021-09-22 13:29:12+00:00,5,375,2226,5314,0,0,0,07/05/2022 11:20,,T
5874,1.44078E+18,9.02844E+17,"@jonworth (a) What is the price of the Swiss and German portions respectively?
(b) What was the exchange rate when prices were fixed for the current timetable period?
(Nice maths exercises, but I’ve done far too much Hare-Niemeyer tonight)",en,2021-09-22 20:57:30+00:00,4,5631,1040,18492,0,0,1,07/05/2022 11:20,,T
5862,1.44094E+18,381696140,"SWISS SNB INTEREST RATE ACTUAL -0.75% (FORECAST -0.75%, PREVIOUS -0.75%) $MACRO",en,2021-09-23 07:30:15+00:00,3,151246,53,175502,1,1,0,07/05/2022 11:20,,T
5857,1.44094E+18,28366310,"SNB
- Swiss Franc is highly valued
- Will remain active in foreign exchange markets",en,2021-09-23 07:32:32+00:00,3,144533,63,380720,2,0,1,07/05/2022 11:20,,T
5845,1.44098E+18,3027970893,The SNB said in the latest statement that if the swiss franc keeps rising they’ll have to cut rates again because the unemployment will rise.. they can fight the exchange but the money keeps flowing in Switzerland on stagflation fears.. SNB in desperate mode,en,2021-09-23 09:56:35+00:00,24,48323,997,54672,2,0,3,07/05/2022 11:20,,T
5836,1.44115E+18,1.28564E+18,"As for Polkadot, Swiss asset management firm 21Shares launched the first cryptocurrency-based exchange-traded products on the SIX Swiss Stock Exchange earlier this year. They have attracted significant interest from financial institutions such as Goldman Sachs",en,2021-09-23 21:30:00+00:00,46,4409,593,715,1,0,0,07/05/2022 11:20,,T
5808,1.44218E+18,1.33899E+18,"The “imperial core” currently resides in extralegal city states such as Monaco, Vatican City, the City of London, Georgetown (Grand Cayman), the UN, Panama City (Panama), Davos (Switzerland) where the 0.001% tend to invest and hide their money, and where they tend to meet.",en,2021-09-26 17:17:35+00:00,4,687,310,10981,0,0,1,07/05/2022 11:20,,T
5801,1.44248E+18,320823204,@alanacct @Keir_Starmer Indeed. It doesn’t mean rejoin but rather negotiate the bits that benefit the UK economy. The Swiss have done this successfully over the years…,en,2021-09-27 13:03:48+00:00,3,3183,4763,9593,1,0,1,07/05/2022 11:20,,T
5799,1.44251E+18,69572465,"When Swedish men think they can jump the queue for Business Class and don’t have a Business Class ticket. Guy just had a conniption that I was allowed to board before him. Swiss Air agent at gate said: “Sir, you have an Economy Saver ticket. She has a Business Class ticket.” 😁",en,2021-09-27 15:21:15+00:00,430,4833,5315,29036,25,3,37,07/05/2022 11:20,,T
5797,1.44257E+18,1.15263E+18,"Tax Revenue (%GDP)

Austria🇦🇹: 25.6
Belgium🇧🇪: 22.7
Czechia🇨🇿: 14.8
Denmark🇩🇰: 34
Estonia🇪🇪: 21
Finland🇫🇮: 20.6
Greece🇬🇷: 26.2
Hungary🇭🇺: 22.5
Iceland🇮🇸: 21.8
Luxembourg🇱🇺: 26.2
Netherlands🇳🇱: 24.1
Portugal🇵🇹: 22.2
Slovenia🇸🇮: 18.3
Sweden🇸🇪: 27.4
Switzerland🇨🇭: 9.8

@WorldBank",en,2021-09-27 19:12:23+00:00,13,33083,3176,3852,4,1,1,07/05/2022 11:20,,T
5779,1.44312E+18,1.0246E+18,"The arguement that poor people should remain penniless to combat inflation is reactionary BS.

The minimum wage in Switzerland is €21 an hour. Is the Swiss franc going through spasms of inflation?

No. It isn't.

Labour should be demanding a minimum wage linked to living costs.",en,2021-09-29 08:00:05+00:00,15,3278,4991,23781,2,1,2,07/05/2022 11:20,,T
5777,1.44318E+18,1.24507E+18,A Nomen is an Omen...remarkable how consistent the trend for silly named stocks to go wrong...would you invest in a property co called Fantasia ?? I remember shorting a Swiss tech stock called Miracle; was a miracle they ever listed in the first place...,en,2021-09-29 11:46:50+00:00,24,51306,60,5216,0,0,1,07/05/2022 11:20,,T
5757,1.44359E+18,41242848,@chelseahandler i thought they are in the business of printing money and dole it out to their cronies hoping for a modicum of trickle down after inflation eats it. most of it lands in Swiss Bank Accounts though,en,2021-09-30 15:13:52+00:00,4,137,328,36727,0,0,0,07/05/2022 11:20,,T
5743,1.44383E+18,1.25236E+18,"''The democratization of the property system forms the core of the democratization of the economy. Without a new system of property ownership, no respect for human dignity or ecological sustainability can be enforced.''

- Swiss Social Democrats, 2010",en,2021-10-01 06:33:10+00:00,30,2959,407,24051,3,1,1,07/05/2022 11:20,,T
5741,1.44384E+18,9.44127E+17,"@natalieben @CarolineRussell This demonstrates the ""value"" Finland &amp; Switzerland place on childhood.
In terms of annual % of GDP (2019) Finland stands 7th &amp; Switzerland 11th of ALL European countries.
In contrast the UK stands 18th.",en,2021-10-01 07:36:39+00:00,14,167,57,14597,3,0,0,07/05/2022 11:20,,T
5733,1.44394E+18,1413027896,"Real Central Bank Rates (rate minus inflation)...
Argentina: -13.4%
Poland: -5.4%
US: -5.2%
Peru: -4.0%
Eurozone: -3.9%
Canada: -3.9%
Australia: -3.7%
Brazil: -3.4%
Chile: -3.3%
Norway: -3.2%
UK: -3.1%
Philippines: -2.9%
Czech Rep: -2.6%
Sweden: -2.1%
Swiss: -1.7%
India: -1.3%",en,2021-10-01 13:58:08+00:00,2944,392527,120,24420,893,210,126,07/05/2022 11:20,,T
5731,1.44395E+18,1.34736E+18,"@Motorsport Nice, I saw his projects in Iceland (the CO2 to 0xygen) and Switzerland (The bee saving one), they are pretty damn cool! And I am aware that he privately invest in many more!",en,2021-10-01 14:48:18+00:00,15,16,42,2888,0,0,0,07/05/2022 11:20,,T
5729,1.44396E+18,1.39933E+18,"Real Central Bank Rates (rate minus inflation)...
Argentina: -13.4%
Poland: -5.4%
US: -5.2%
Peru: -4.0%
Eurozone: -3.9%
Canada: -3.9%
Australia: -3.7%
Brazil: -3.4%
Chile: -3.3%
Norway: -3.2%
UK: -3.1%
Philippines: -2.9%
Czech Rep: -2.6%
Sweden: -2.1%
Swiss: -1.7%
India: -1.3%",en,2021-10-01 15:20:36+00:00,14,30714,196,20711,7,2,0,07/05/2022 11:20,,T
5714,1.44426E+18,63423356,"The ongoing shift from a capital scarcity to a labour scarcity regime  does not necessarily have to lead to more inflation, it will more likely lead to a shift in relative prices. 

We‘ll move towards the Swiss high-wage, high costs of living model.

And I think that‘s good.",en,2021-10-02 11:26:39+00:00,13,13667,700,28974,3,0,1,07/05/2022 11:20,,T
5709,1.44444E+18,1626294277,"GDP, 2020. ($ billion)

Germany: 3780
UK: 2638
France: 2551
Italy: 1848
Russia: 1464
Spain: 1247
Netherlands: 886
Switzerland: 707
Turkey: 649
Poland: 580
Sweden: 529
Belgium: 503
Austria: 432
Ireland: 399
Norway: 366
Denmark: 339

(Source: IMF)",en,2021-10-02 22:52:08+00:00,1451,2229323,0,11171,339,27,37,07/05/2022 11:20,,T
5701,1.44457E+18,1.21461E+18,"@mavori2 @petertomasi1 @IKostenas @swissfly1987 @leiasfeenstaub As long as you completely dismiss long covid in children, as peter is doing in his above rant, the theory makes sense. So great, lets create thousands of handicaped children, that will help the swiss economy stay on its track🤦🏽‍♀️",en,2021-10-03 07:47:49+00:00,3,268,533,11190,0,0,1,07/05/2022 11:20,,T
5697,1.44466E+18,434453031,"@divinegc It's not indifference, it's ignorance. They know nothing about economy and tyranny. They don't even know who Primitivo Mijares and Archimedes Trajano were, Swiss bank account of William Saunders and Jane Ryan, confiscated ill-gotten wealth at Hawaii airport in 1986, etc.",en,2021-10-03 13:40:07+00:00,6,399,1269,12297,2,0,0,07/05/2022 11:20,,T
5694,1.44475E+18,1626294277,"GDP, 2020. ($ billion)

Germany: 3780
UK: 2638
France: 2551
Italy: 1848
Russia: 1464
Spain: 1247
Netherlands: 886
Switzerland: 707
Turkey: 649
Poland: 580
Sweden: 529
Belgium: 503
Austria: 432
Ireland: 399
Norway: 366
Denmark: 339

(Source: IMF)",en,2021-10-03 19:25:41+00:00,1347,2229323,0,11171,273,48,41,07/05/2022 11:20,,T
5690,1.44475E+18,459729848,"GLOBAL 🌎 GDP

GDP, 2020. ($ billion)

Germany: 3780
UK: 2638
France: 2551
Italy: 1848
Russia: 1464
Spain: 1247
Netherlands: 886
Switzerland: 707
Turkey: 649
Poland: 580
Sweden: 529
Belgium: 503
Austria: 432
Ireland: 399
Norway: 366
Denmark: 339

(Source: IMF)",en,2021-10-03 19:56:00+00:00,10,23349,117,60864,1,0,0,07/05/2022 11:20,,T
5688,1.4448E+18,250833376,Swiss police seize documents from Credit Suisse related to the collapsed supply-chain finance firm.  This will further increase supply chain inflationary pressure = CH inflation thesis intact.,en,2021-10-03 22:49:26+00:00,5,21172,2317,46356,1,0,0,07/05/2022 11:20,,T
5687,1.44485E+18,635299387,"💰 India now has forex reserves at levels of over $600 billion.( 5th largest after China, Japan,Russia &amp; Switzerland.) With a huge ambition to build Infra, there is a growing demand for creative strategies  to utilize  these reserves for nation building .",en,2021-10-04 02:02:06+00:00,37,18219,34,18238,1,1,7,07/05/2022 11:20,,T
5671,1.44505E+18,448259967,"GDP, 2020. ($ billion)

Germany: 3780
UK: 2638
France: 2551
Italy: 1848
Russia: 1464
Spain: 1247
Netherlands: 886
Switzerland: 707
Turkey: 649
Poland: 580
Sweden: 529
Belgium: 503
Austria: 432
Ireland: 399
Norway: 366
Denmark: 339

(Source: IMF)",en,2021-10-04 15:46:02+00:00,314,514606,398,64560,43,3,41,07/05/2022 11:20,,T
5670,1.44506E+18,1.34951E+18,@TrueDragonSlay1 @swiss_014 @Casey_I2 @Paruko_ABXY I love how the variety in these memes unintentionally portray the chaotic fluctuation of a non existent kromer-based economy,en,2021-10-04 16:05:10+00:00,11,598,406,6770,2,0,0,07/05/2022 11:20,,T
5665,1.44512E+18,9.47873E+17,"GDP, 2020. ($ billion)

Germany: 3780
UK: 2638
France: 2551
Italy: 1848
Russia: 1464
Spain: 1247
Netherlands: 886
Switzerland: 707
Turkey: 649
Poland: 580
Sweden: 529
Belgium: 503
Austria: 432
Ireland: 399
Norway: 366
Denmark: 339

(Source: IMF)",en,2021-10-04 20:19:04+00:00,5,6724,2687,9089,2,0,0,07/05/2022 11:20,,T
5659,1.44521E+18,1.41382E+18,"Bullish Foreign Currencies Month.
EURO DOLLAR
POUND DOLLAR
AUSSIE DOLLAR 
DOLLAR SWISS FRANK
POUND YEN
EURO YEN

let's go!

#trading #stocks #Signals #forex #forexsignals",en,2021-10-05 01:57:30+00:00,3,64,20,105,1,0,0,07/05/2022 11:20,,T
5646,1.4455E+18,287591032,"@Kevin_Maguire @DailyMirror Difficult to tap like to this travesty. Ironic that £20 UC goes straight back in the economy, recycles and raises tax revenues several times over. Withholding it gives a tax break for the rich and the twenty quid disappears into the vaults of Swiss banks, via the Cayman Islands.",en,2021-10-05 21:05:34+00:00,9,231,1269,3407,2,0,0,07/05/2022 11:20,,T
5645,1.44551E+18,15899445,"“Hello, stock market? I’d like to invest everything in St. Hubert, Swiss Chalet and Irving Big Stop. Do you take post-dated cheques?”",en,2021-10-05 21:46:40+00:00,4,1079,2407,11476,0,0,0,07/05/2022 11:20,,T
5640,1.4456E+18,1.39738E+18,Switzerland and Belgium should just be annexed by France and have all of their GDP redistributed to immigrants,en,2021-10-06 03:57:06+00:00,29,3475,895,20369,1,0,3,07/05/2022 11:20,,T
5635,1.44567E+18,7.42287E+17,"@BucketsOf_Rain The arguments were always drowned out by threats of what the EU would do if UK left. And as we see today, France threatening power disruption.

It's always threats - whether power, listing on stock exchange (Swiss) or sausages. That shd tell ppl somethng.",en,2021-10-06 08:50:26+00:00,12,493,1338,3114,0,0,1,07/05/2022 11:20,,T
5634,1.4457E+18,81063018,"@Just_Nandos @SithaleKgaogelo Switzerland has a GDP of $750bln &amp; a population of 8mln ppl... smaller than the 12mln ppl in Gauteng.

South Africa has a GDP of $301bln &amp; 58mln ppl.",en,2021-10-06 10:36:22+00:00,7,10312,31,55449,0,0,2,07/05/2022 11:20,,T
5632,1.44575E+18,3015161303,"#Bitcoin Marketcap is now bigger than the GDP of:

Netherland🇳🇱
Switzerland🇨🇭
Saudi Arabia🇸🇦",en,2021-10-06 13:54:12+00:00,153,85512,878,12309,19,0,10,07/05/2022 11:20,,T
5630,1.44579E+18,1.15226E+18,@drumm_colin I like Michael Hudson too but compare with Russia (nukes and inflation) and tiny countries like Switzerland and Denmark (good at taxes).,en,2021-10-06 16:21:15+00:00,3,768,336,9142,0,0,2,07/05/2022 11:20,,T
5629,1.44579E+18,248777189,"Whilst paying people better than poverty wages is to be welcomed, if it simply drives inflation then people won't be better off.  Its perfectly possible to have a higher wage economy with a decent labour supply, just ask most Northern EU nations (and Oz, Switzerland etc.. how)",en,2021-10-06 16:35:39+00:00,4,16239,10183,298921,1,0,0,07/05/2022 11:20,,T
5622,1.44585E+18,1.27931E+18,"@blockrocketlabs @SurmannJonas @DFX_Swiss That's great 👏🏼
DFX comes from the @defichain community to make the entrance to the $DFI ecosystem easier.
This helps a lot when decentralized stocks are live and people want to invest in different assets 💪🏻",en,2021-10-06 20:25:44+00:00,5,5672,277,6081,3,0,0,07/05/2022 11:20,,T
5619,1.4459E+18,1.27301E+18,"#Bitcoin Marketcap is now bigger than the GDP of:

Netherland🇳🇱
Switzerland🇨🇭
Saudi Arabia🇸🇦",en,2021-10-06 23:50:47+00:00,3,3625,39,1907,2,0,2,07/05/2022 11:20,,T
5614,1.44606E+18,14637342,"What many people don't realise is that over the last decade, Ireland has become the highest earning economy in Europe, mainly because of investor-friendly policies &amp; freedom of movement.

GDP per capita
Ireland £70K
Switzerland £54K
Norway £48K
Germany £40K
United Kingdom £33K",en,2021-10-07 10:34:08+00:00,18,6409,5522,23516,5,1,3,07/05/2022 11:20,,T
5613,1.44609E+18,1014917978,@MartiniGuyYT @swissborg The interest rate on staking BNB on Swiss Borg is excellent.,en,2021-10-07 12:37:09+00:00,7,29,270,557,0,1,1,07/05/2022 11:20,,T
5604,1.44645E+18,4892685173,"UPDATE: Swiss-owned acrylic sheet manufacturer Perspex International is set to invest £30 million building a new factory and R&amp;D centre at its site in Darwen, Lancashire. The huge investment will safeguard more than 250 jobs. #UKmfg🇬🇧",en,2021-10-08 12:14:02+00:00,1097,59149,39973,57298,403,29,12,07/05/2022 11:20,,T
5600,1.4465E+18,266867464,"When the British tell you their economy is dominated by ""services"", it is a bit like the Swiss telling your their economy is dominated by ""banking"".

What sort of ""services"", what sort of ""banking""?

Well, all sorts, including laundering money for African kleptocrats.",en,2021-10-08 15:47:56+00:00,135,276609,2639,355030,56,0,6,07/05/2022 11:20,,T
5597,1.44652E+18,1.39775E+18,"@Banbuds Healthcare costs in Switzerland are 11.4% of GDP (2010), comparable to Germany and France (11.6%) and other European countries, but significantly less than in the USA (17.6%). By 2015 the cost had risen to 11.7% of GDP -the second highest in Europe. (Album name)",en,2021-10-08 16:40:20+00:00,6,732,113,1361,0,0,0,07/05/2022 11:20,,T
5586,1.44691E+18,1218235176,"@oheckmann @Matt_Heller_ @gertchristen @comboeuf @markzawacki @swiss_canuck20 @nealitc @swissnexSF P.S.: I still have a few slots open and would appreciate contacts to seed investors interested in @RaizedAi's data-driven deal sourcing or are excited to invest in a fast growing #B2B #SaaS company.

#fundraising #siliconvalley #sanfrancisco #followerpower #dreifragezeichen",en,2021-10-09 18:33:14+00:00,7,9050,9440,4176,3,0,1,07/05/2022 11:20,,T
5562,1.4475E+18,385031350,"YTD 

EM_EUROPE +36,04%
FTSE MIB +17,17%
DAX +10,84%
SWISS MARKET +9,92%
EM_LAT -0,33%
IBOVESPA_BRAZIL -5,20%
HANG SENG -8,79%
BRIC_INDEX-17,17%

Is Europe old or new World?",en,2021-10-11 10:09:52+00:00,6,1485,202,34688,0,0,2,07/05/2022 11:20,,T
5536,1.44803E+18,248707613,SNB prop desk is dumping Apple shares (Swiss reserve assets).,en,2021-10-12 20:44:08+00:00,6,24454,145,93192,1,0,1,07/05/2022 11:20,,T
5532,1.44812E+18,587000963,@jjalex206 @POTUS As far as GDP. Norway and Switzerland are considered wealthiest countries n the world.,en,2021-10-13 03:07:40+00:00,4,70,279,1897,0,0,0,07/05/2022 11:20,,T
5524,1.4482E+18,525174176,@OfficialJaskoYT You 2 need to invest in. Swiss Army Knife each. They come in very handy for that kinda thing,en,2021-10-13 08:13:01+00:00,5,25,438,2519,0,0,0,07/05/2022 11:20,,T
5523,1.44821E+18,525174176,@cBaird254 Invest in a couple of Swiss Army knives for you guys. They’ll come in handy,en,2021-10-13 08:40:29+00:00,7,25,438,2519,1,0,1,07/05/2022 11:20,,T
5515,1.44834E+18,531486848,"@gioman62 @byHeatherLong @benshapiro The current inflation rate is 0.3% in Saudi Arabia, 0.9% in Switzerland, 0.8% in China, 2.1% in France, 2.2% in Denmark, 2.6% in Italy, and 2.8% in Ireland. So no, this is not a world wide situation.",en,2021-10-13 17:41:42+00:00,29,337,718,314,1,0,1,07/05/2022 11:20,,T
5513,1.44842E+18,8920302,"@mannyfidel @nycsouthpaw For real.
Also he goes on later to tweet about how she went to a Swiss boarding school. Like, ok. Her parents sent her to a Swiss boarding school. She writes about the creator economy not her familial krugerrand collection.",en,2021-10-13 22:41:43+00:00,7,1744,1803,49168,0,0,0,07/05/2022 11:20,,T
5510,1.44853E+18,460288171,"SWISS PREMARKET:

$SMI +0,27%
$SMIM +0,26%

$ABBN +0,3%
$GIVN -0,2% (broker call
$ROG +0,5% (product news)
$UBSG +0,3%

$AMS +0,7% (rebound)
$COTN +0,5%
$DOKA -1,5% (ex dividend)
$GAM +0,5%
$IDIA -2,5% (broker call)
$VACN +0,5%

Most other shares somewhat higher traded so far.",en,2021-10-14 06:08:49+00:00,4,5123,297,21107,1,0,1,07/05/2022 11:20,,T
5509,1.44853E+18,9.66505E+17,"UK universities: here’s 15k a year for three years to do a PhD. Don’t worry it increases by £40 in three years
Swiss universities: here’s 65k (~£52k
with current exchange rate) a year for five years to do a PhD. Don’t worry it increases by 10k in five years. 🙄",en,2021-10-14 06:15:52+00:00,10,1069,615,1231,0,1,2,07/05/2022 11:20,,T
